RespondentID,Department,Region,Tenure,Q1. I feel valued at work,Q2. My manager supports my growth,Q3. Workload is sustainable,Q4. I have the tools I need,Q5. I understand company strategy,Q6. I can be my authentic self,Q7. I would recommend us as a place to work,Q8. I see a path to grow here,What_is_working,What_to_improve
R0722,Customer Success,NA,1-3y,4,3,4,3,5,2,4,2,Flexible hours help a lot.,Tooling is fragmented.
R0723,Engineering,NA,<1y,3,2,4,2,3,3,4,4,I learn something new every week.,Not enough headcount for the roadmap.
R0724,Finance,EMEA,3-5y,3,3,4,3,5,2,5,5,Interesting technical challenges.,Cross-team handoffs are slow.
R0725,Finance,NA,3-5y,4,2,4,3,3,4,5,5,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0726,Engineering,LATAM,5y+,5,4,5,3,3,3,4,4,Strong onboarding buddy program.,Tooling is fragmented.
R0727,Engineering,LATAM,3-5y,4,2,2,3,2,3,4,4,I learn something new every week.,Not enough headcount for the roadmap.
R0728,Operations,EMEA,3-5y,3,3,1,3,3,2,3,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R0729,Marketing,EMEA,<1y,5,5,4,3,5,4,4,3,"Good customers, meaningful work.",Cross-team handoffs are slow.
R0730,Engineering,NA,<1y,4,4,4,3,3,4,4,3,Interesting technical challenges.,Career paths are unclear.
R0731,Engineering,APAC,1-3y,5,2,3,4,3,4,2,3,Flexible hours help a lot.,On-call load is heavy this quarter.
R0732,Marketing,NA,5y+,4,4,5,4,3,3,3,3,Leadership is transparent in town halls.,Career paths are unclear.
R0733,Product,APAC,3-5y,3,3,4,5,5,5,4,4,Flexible hours help a lot.,Cross-team handoffs are slow.
R0734,Operations,APAC,5y+,4,2,2,5,3,4,4,3,Strong onboarding buddy program.,Promotion process feels opaque.
R0735,Operations,EMEA,3-5y,4,3,4,1,3,5,4,2,Flexible hours help a lot.,On-call load is heavy this quarter.
R0736,Operations,APAC,5y+,3,3,4,2,3,3,4,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R0737,Engineering,EMEA,3-5y,4,5,3,3,4,4,3,4,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0738,People,NA,3-5y,5,4,4,4,4,3,5,5,Great teammates and a real mission.,Compensation lags the market.
R0739,People,APAC,3-5y,3,4,5,5,5,5,3,4,Leadership is transparent in town halls.,Tooling is fragmented.
R0740,Marketing,NA,<1y,4,4,3,2,2,3,4,4,Leadership is transparent in town halls.,Career paths are unclear.
R0741,Product,EMEA,5y+,3,4,3,5,3,5,3,3,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R0742,People,APAC,<1y,5,4,4,3,5,4,1,4,Flexible hours help a lot.,Compensation lags the market.
R0743,Product,EMEA,5y+,3,3,3,5,4,3,3,4,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0744,Engineering,LATAM,<1y,4,3,4,1,5,4,2,5,Interesting technical challenges.,Career paths are unclear.
R0745,Customer Success,LATAM,5y+,3,5,4,3,2,3,2,3,I learn something new every week.,Compensation lags the market.
R0746,Operations,LATAM,5y+,3,3,2,4,3,3,4,3,Managers actually listen.,Career paths are unclear.
R0747,Operations,LATAM,1-3y,3,3,2,2,3,3,3,4,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0748,Operations,APAC,<1y,4,4,3,2,3,3,3,4,I learn something new every week.,Cross-team handoffs are slow.
R0749,Marketing,EMEA,<1y,3,2,4,4,5,4,2,4,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0750,Finance,EMEA,5y+,4,5,4,5,4,4,3,4,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0751,Marketing,LATAM,5y+,2,3,4,5,4,4,4,3,I learn something new every week.,Cross-team handoffs are slow.
R0752,Finance,EMEA,1-3y,3,4,4,3,5,3,2,3,Managers actually listen.,Career paths are unclear.
R0753,Engineering,LATAM,3-5y,3,3,4,3,3,3,3,4,I learn something new every week.,Cross-team handoffs are slow.
R0754,Sales,NA,3-5y,2,5,3,3,4,3,3,4,Leadership is transparent in town halls.,Promotion process feels opaque.
R0755,People,LATAM,5y+,4,4,4,4,4,4,5,5,"Good customers, meaningful work.",Promotion process feels opaque.
R0756,Finance,EMEA,1-3y,3,4,4,3,4,4,3,5,Managers actually listen.,"Too many meetings, not enough focus time."
R0757,Marketing,NA,<1y,3,4,2,3,2,3,4,5,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0758,Product,NA,1-3y,4,3,3,5,3,4,3,3,Great teammates and a real mission.,Career paths are unclear.
R0759,Product,EMEA,1-3y,4,3,3,4,5,2,3,2,Managers actually listen.,Compensation lags the market.
R0760,Operations,EMEA,1-3y,2,2,2,4,5,2,2,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R0761,Product,NA,5y+,5,2,3,4,5,5,4,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0762,People,APAC,1-3y,3,3,4,4,3,5,3,3,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0763,Product,LATAM,5y+,2,2,3,4,3,4,2,3,Leadership is transparent in town halls.,Tooling is fragmented.
R0764,Finance,NA,1-3y,3,5,3,4,4,3,3,2,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R0765,Operations,EMEA,<1y,4,4,4,3,4,3,4,2,Interesting technical challenges.,Tooling is fragmented.
R0766,Product,LATAM,1-3y,3,5,4,4,5,5,3,4,Flexible hours help a lot.,On-call load is heavy this quarter.
R0767,Finance,NA,1-3y,4,3,5,3,3,5,3,5,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0768,Customer Success,EMEA,5y+,4,4,5,4,3,4,4,3,Managers actually listen.,Promotion process feels opaque.
R0769,Engineering,LATAM,1-3y,4,2,2,3,4,4,3,4,Strong onboarding buddy program.,Tooling is fragmented.
R0770,Marketing,APAC,<1y,4,3,5,4,4,3,3,4,"Good customers, meaningful work.",Tooling is fragmented.
R0771,Customer Success,APAC,<1y,5,3,4,4,4,5,4,5,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0772,Engineering,LATAM,5y+,3,5,4,2,4,3,3,4,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0773,Customer Success,NA,1-3y,3,3,2,5,4,4,3,4,Strong onboarding buddy program.,Compensation lags the market.
R0774,Finance,APAC,5y+,4,3,4,3,4,4,4,5,I learn something new every week.,"Too many meetings, not enough focus time."
R0775,Finance,LATAM,<1y,4,4,4,4,3,4,3,4,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0776,Operations,LATAM,5y+,4,4,5,2,2,3,4,3,I learn something new every week.,Career paths are unclear.
R0777,Finance,NA,3-5y,4,4,4,4,3,2,4,5,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R0778,Engineering,LATAM,1-3y,3,2,4,4,5,3,3,3,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0779,Operations,EMEA,<1y,4,3,4,4,3,3,3,5,Interesting technical challenges.,"Too many meetings, not enough focus time."
R0780,People,LATAM,<1y,4,3,5,5,2,5,3,5,Interesting technical challenges.,"Too many meetings, not enough focus time."
R0781,Operations,EMEA,<1y,3,2,3,4,3,1,5,2,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0782,Product,LATAM,<1y,3,5,4,4,2,3,3,4,Great teammates and a real mission.,Career paths are unclear.
R0783,Sales,APAC,<1y,2,3,3,2,3,3,5,3,I learn something new every week.,On-call load is heavy this quarter.
R0784,Engineering,EMEA,1-3y,3,4,4,3,1,5,5,3,Managers actually listen.,Promotion process feels opaque.
R0785,Finance,APAC,1-3y,2,3,3,5,3,3,4,4,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R0786,People,APAC,5y+,5,2,2,5,4,5,5,4,I learn something new every week.,Career paths are unclear.
R0787,Engineering,NA,5y+,4,5,3,2,3,3,2,4,Flexible hours help a lot.,Promotion process feels opaque.
R0788,Operations,APAC,<1y,2,4,3,3,2,4,4,2,Interesting technical challenges.,Tooling is fragmented.
R0789,Product,LATAM,3-5y,2,4,4,2,3,4,3,2,Managers actually listen.,Career paths are unclear.
R0790,Marketing,NA,1-3y,4,5,3,4,3,2,2,4,Managers actually listen.,"Too many meetings, not enough focus time."
R0791,Finance,APAC,<1y,5,4,3,3,3,5,4,2,Great teammates and a real mission.,Compensation lags the market.
R0792,People,APAC,1-3y,2,5,4,4,5,3,5,4,Flexible hours help a lot.,Compensation lags the market.
R0793,Product,LATAM,3-5y,4,2,3,2,4,3,3,3,I learn something new every week.,Tooling is fragmented.
R0794,Engineering,APAC,<1y,3,4,4,5,3,4,5,4,I learn something new every week.,Promotion process feels opaque.
R0795,Engineering,NA,1-3y,2,4,4,4,4,2,5,4,I learn something new every week.,Tooling is fragmented.
R0796,Operations,NA,3-5y,2,3,3,3,4,4,2,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0797,Operations,EMEA,<1y,2,4,1,3,3,2,3,4,Interesting technical challenges.,On-call load is heavy this quarter.
R0798,Operations,APAC,5y+,4,1,4,2,3,4,3,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0799,People,EMEA,1-3y,4,4,4,5,3,5,5,3,Strong onboarding buddy program.,Promotion process feels opaque.
R0800,Marketing,APAC,3-5y,1,3,3,4,5,3,2,4,I learn something new every week.,Cross-team handoffs are slow.
R0801,Product,NA,<1y,3,3,4,4,3,2,3,3,Flexible hours help a lot.,Compensation lags the market.
R0802,People,NA,<1y,3,3,4,4,3,1,4,1,Managers actually listen.,On-call load is heavy this quarter.
R0803,Finance,NA,1-3y,3,4,2,5,4,4,2,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R0804,Marketing,EMEA,<1y,5,3,5,4,4,4,5,4,Great teammates and a real mission.,Career paths are unclear.
R0805,Sales,NA,3-5y,2,2,4,3,3,5,4,2,Flexible hours help a lot.,Career paths are unclear.
R0806,Operations,APAC,<1y,3,5,3,4,3,2,2,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R0807,Customer Success,APAC,<1y,5,2,5,5,3,3,4,4,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0808,Operations,LATAM,1-3y,4,4,5,3,4,4,3,2,I learn something new every week.,Cross-team handoffs are slow.
R0809,Customer Success,EMEA,3-5y,4,5,4,3,5,4,4,3,"Good customers, meaningful work.",On-call load is heavy this quarter.
R0810,Operations,NA,3-5y,4,2,2,2,4,5,5,5,I learn something new every week.,Compensation lags the market.
R0811,Operations,APAC,3-5y,4,2,4,4,3,3,4,3,Interesting technical challenges.,Tooling is fragmented.
R0812,Engineering,LATAM,1-3y,4,5,4,4,3,4,2,4,Managers actually listen.,Tooling is fragmented.
R0813,Engineering,EMEA,5y+,3,4,3,5,5,3,5,2,Flexible hours help a lot.,Cross-team handoffs are slow.
R0814,Operations,APAC,5y+,4,3,3,2,2,3,4,4,Managers actually listen.,Career paths are unclear.
R0815,Marketing,NA,1-3y,4,4,4,3,3,4,3,4,Managers actually listen.,"Too many meetings, not enough focus time."
R0816,Sales,LATAM,<1y,5,3,2,3,4,4,1,3,Managers actually listen.,"Too many meetings, not enough focus time."
R0817,Operations,LATAM,3-5y,3,3,3,4,4,4,5,3,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0818,Sales,LATAM,1-3y,4,2,3,2,4,5,4,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0819,Product,APAC,<1y,3,3,5,4,4,4,4,3,Strong onboarding buddy program.,Career paths are unclear.
R0820,Customer Success,LATAM,1-3y,4,4,4,3,2,2,3,3,Managers actually listen.,Compensation lags the market.
R0821,People,EMEA,1-3y,3,3,4,4,5,5,5,4,I learn something new every week.,Not enough headcount for the roadmap.
R0822,Operations,LATAM,<1y,2,5,4,4,2,4,3,4,Managers actually listen.,Career paths are unclear.
R0823,Product,NA,1-3y,3,4,5,4,3,4,3,4,Managers actually listen.,Tooling is fragmented.
R0824,Sales,APAC,3-5y,3,2,4,5,2,3,2,2,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0825,Finance,EMEA,<1y,3,5,4,5,4,4,5,3,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R0826,Customer Success,EMEA,3-5y,5,4,4,3,4,4,4,4,Leadership is transparent in town halls.,Tooling is fragmented.
R0827,Engineering,APAC,<1y,3,4,5,4,3,4,2,2,Flexible hours help a lot.,On-call load is heavy this quarter.
R0828,Engineering,LATAM,3-5y,4,5,3,5,3,5,4,4,Flexible hours help a lot.,Career paths are unclear.
R0829,Product,EMEA,5y+,5,3,3,4,3,2,5,2,Strong onboarding buddy program.,Promotion process feels opaque.
R0830,Finance,APAC,5y+,3,5,3,4,4,4,4,3,Flexible hours help a lot.,Compensation lags the market.
R0831,Finance,EMEA,3-5y,4,2,5,3,3,5,5,4,Great teammates and a real mission.,Promotion process feels opaque.
R0832,Product,EMEA,3-5y,3,4,3,5,3,3,2,3,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0833,Engineering,NA,3-5y,3,3,5,4,5,3,3,5,I learn something new every week.,Compensation lags the market.
R0834,People,APAC,1-3y,4,5,4,4,5,4,4,4,Strong onboarding buddy program.,Promotion process feels opaque.
R0835,Product,APAC,1-3y,3,3,3,3,4,3,4,3,Managers actually listen.,Promotion process feels opaque.
R0836,Operations,EMEA,1-3y,4,3,2,3,4,3,4,1,I learn something new every week.,Promotion process feels opaque.
R0837,People,EMEA,3-5y,3,5,5,4,5,4,4,4,Great teammates and a real mission.,On-call load is heavy this quarter.
R0838,Sales,APAC,5y+,5,2,4,1,4,2,3,4,Strong onboarding buddy program.,Tooling is fragmented.
R0839,Engineering,APAC,<1y,5,3,4,3,4,2,5,4,Flexible hours help a lot.,Career paths are unclear.
R0840,Sales,NA,3-5y,3,3,2,4,3,4,5,5,I learn something new every week.,On-call load is heavy this quarter.
R0841,Engineering,APAC,3-5y,4,4,3,4,4,3,3,2,Flexible hours help a lot.,Promotion process feels opaque.
R0842,Marketing,EMEA,<1y,4,3,4,3,4,3,5,4,Managers actually listen.,Tooling is fragmented.
R0843,People,EMEA,5y+,4,5,5,4,4,4,4,2,Interesting technical challenges.,Not enough headcount for the roadmap.
R0844,Sales,EMEA,<1y,3,4,2,4,4,4,3,3,I learn something new every week.,Promotion process feels opaque.
R0845,Sales,LATAM,3-5y,2,2,3,3,1,4,2,4,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R0846,Finance,APAC,1-3y,4,5,5,4,5,5,3,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R0847,Operations,NA,<1y,4,2,2,3,4,1,3,4,Flexible hours help a lot.,Cross-team handoffs are slow.
R0848,Finance,NA,3-5y,5,5,5,4,3,5,3,5,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0849,Product,EMEA,3-5y,4,4,3,4,2,4,5,2,Flexible hours help a lot.,Promotion process feels opaque.
R0850,Operations,LATAM,1-3y,3,4,4,4,5,2,3,3,Managers actually listen.,Cross-team handoffs are slow.
R0851,Sales,APAC,3-5y,2,4,2,1,3,3,3,3,Leadership is transparent in town halls.,Promotion process feels opaque.
R0852,Sales,LATAM,3-5y,1,4,4,2,2,4,2,4,"Good customers, meaningful work.",Promotion process feels opaque.
R0853,Marketing,NA,<1y,4,3,3,5,4,4,5,4,Leadership is transparent in town halls.,Compensation lags the market.
R0854,Product,APAC,3-5y,4,3,2,3,4,4,3,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R0855,Engineering,EMEA,<1y,4,4,2,4,4,3,4,3,Managers actually listen.,Compensation lags the market.
R0856,Marketing,LATAM,3-5y,5,5,4,3,1,3,3,3,Interesting technical challenges.,Promotion process feels opaque.
R0857,Finance,EMEA,3-5y,4,5,4,5,4,4,3,5,Great teammates and a real mission.,Tooling is fragmented.
R0858,Operations,LATAM,<1y,4,4,4,3,2,4,4,2,Managers actually listen.,Cross-team handoffs are slow.
R0859,Finance,APAC,1-3y,5,5,5,4,3,2,4,5,Flexible hours help a lot.,Compensation lags the market.
R0860,Engineering,LATAM,5y+,4,1,3,5,3,5,3,5,I learn something new every week.,Tooling is fragmented.
R0861,Sales,APAC,3-5y,4,2,4,2,2,3,4,3,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0862,Sales,LATAM,5y+,3,4,4,4,4,3,4,3,Interesting technical challenges.,Tooling is fragmented.
R0863,Engineering,LATAM,5y+,4,5,4,3,5,4,4,3,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R0864,Engineering,APAC,5y+,4,4,3,5,3,5,5,5,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0865,Customer Success,APAC,5y+,2,5,2,5,4,4,3,3,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R0866,Operations,APAC,3-5y,2,4,2,3,3,3,2,3,Strong onboarding buddy program.,Compensation lags the market.
R0867,Operations,EMEA,<1y,4,5,4,4,4,4,4,4,Flexible hours help a lot.,On-call load is heavy this quarter.
R0868,Sales,LATAM,5y+,3,5,2,3,4,2,2,4,Great teammates and a real mission.,Career paths are unclear.
R0869,Marketing,APAC,<1y,5,2,2,5,4,4,4,3,Flexible hours help a lot.,Promotion process feels opaque.
R0870,Engineering,NA,3-5y,3,4,5,3,3,3,4,2,I learn something new every week.,"Too many meetings, not enough focus time."
R0871,Product,APAC,1-3y,4,5,3,3,4,2,4,4,I learn something new every week.,"Too many meetings, not enough focus time."
R0872,Product,EMEA,3-5y,3,3,2,5,4,5,3,2,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R0873,Sales,APAC,3-5y,4,4,3,4,3,3,2,3,Managers actually listen.,Compensation lags the market.
R0874,People,NA,<1y,5,5,5,3,3,4,5,3,Great teammates and a real mission.,Career paths are unclear.
R0875,People,APAC,3-5y,3,3,4,5,5,4,3,4,Managers actually listen.,Not enough headcount for the roadmap.
R0876,People,NA,1-3y,5,5,5,4,4,5,2,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0877,Customer Success,EMEA,3-5y,4,5,5,4,4,4,4,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0878,Operations,EMEA,5y+,5,4,5,2,2,3,4,3,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R0879,Marketing,APAC,1-3y,4,3,3,2,4,5,4,4,Strong onboarding buddy program.,Promotion process feels opaque.
R0880,Sales,EMEA,1-3y,2,2,4,3,4,3,2,4,I learn something new every week.,Compensation lags the market.
R0881,Product,NA,3-5y,2,4,4,4,3,4,4,4,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R0882,Product,EMEA,<1y,3,3,4,4,2,3,3,3,Managers actually listen.,Cross-team handoffs are slow.
R0883,Product,LATAM,3-5y,5,4,3,3,4,3,3,3,I learn something new every week.,Promotion process feels opaque.
R0884,People,LATAM,<1y,3,4,5,5,4,2,5,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0885,Marketing,NA,5y+,4,5,4,4,4,3,5,3,Managers actually listen.,Tooling is fragmented.
R0886,Product,LATAM,5y+,3,2,4,3,5,5,4,4,Flexible hours help a lot.,On-call load is heavy this quarter.
R0887,Customer Success,EMEA,1-3y,5,4,3,5,4,4,4,5,Interesting technical challenges.,Promotion process feels opaque.
R0888,Customer Success,LATAM,5y+,5,4,5,4,3,5,5,2,Interesting technical challenges.,Not enough headcount for the roadmap.
R0889,Engineering,APAC,<1y,4,5,5,5,2,4,4,3,I learn something new every week.,Promotion process feels opaque.
R0890,Customer Success,EMEA,3-5y,3,4,4,4,4,5,5,3,"Good customers, meaningful work.",Tooling is fragmented.
R0891,People,EMEA,5y+,4,4,4,5,4,4,4,4,"Good customers, meaningful work.",Compensation lags the market.
R0892,Product,NA,3-5y,4,2,4,4,5,2,1,2,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0893,Operations,LATAM,5y+,3,5,3,4,5,4,4,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0894,Customer Success,APAC,<1y,5,4,3,5,5,5,4,5,I learn something new every week.,Career paths are unclear.
R0895,Engineering,EMEA,5y+,4,3,3,4,3,4,4,4,Interesting technical challenges.,"Too many meetings, not enough focus time."
R0896,Customer Success,APAC,5y+,3,3,5,4,3,5,4,5,I learn something new every week.,Career paths are unclear.
R0897,Engineering,APAC,5y+,2,5,4,3,5,4,4,2,Great teammates and a real mission.,Career paths are unclear.
R0898,People,NA,5y+,4,4,4,4,4,3,5,3,Great teammates and a real mission.,Career paths are unclear.
R0899,People,EMEA,1-3y,4,2,4,5,4,4,3,5,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0900,Marketing,LATAM,<1y,4,5,3,5,4,4,4,4,Managers actually listen.,"Too many meetings, not enough focus time."
R0901,Marketing,LATAM,3-5y,5,3,2,4,4,5,4,4,Strong onboarding buddy program.,Compensation lags the market.
R0902,Marketing,APAC,5y+,4,4,2,4,4,4,4,3,Flexible hours help a lot.,Career paths are unclear.
R0903,Engineering,NA,1-3y,4,3,4,4,4,2,3,4,Leadership is transparent in town halls.,Promotion process feels opaque.
R0904,Sales,EMEA,1-3y,3,3,3,3,2,5,4,3,Strong onboarding buddy program.,Compensation lags the market.
R0905,Finance,EMEA,5y+,5,4,3,4,3,3,5,2,Flexible hours help a lot.,Promotion process feels opaque.
R0906,Operations,EMEA,1-3y,2,2,2,2,3,4,3,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R0907,Engineering,LATAM,<1y,3,3,4,4,5,5,5,4,I learn something new every week.,Promotion process feels opaque.
R0908,Finance,LATAM,3-5y,5,5,4,3,4,4,4,5,Interesting technical challenges.,Cross-team handoffs are slow.
R0909,Marketing,APAC,3-5y,3,2,4,5,4,5,4,4,Great teammates and a real mission.,On-call load is heavy this quarter.
R0910,Marketing,EMEA,<1y,5,2,5,5,4,2,4,2,Managers actually listen.,Compensation lags the market.
R0911,Finance,APAC,3-5y,4,4,4,4,3,4,3,4,I learn something new every week.,Not enough headcount for the roadmap.
R0912,Customer Success,EMEA,3-5y,3,2,5,5,3,3,5,3,Interesting technical challenges.,Compensation lags the market.
R0913,Sales,APAC,3-5y,3,3,1,2,2,2,2,3,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0914,Marketing,LATAM,5y+,5,3,3,4,4,3,4,3,I learn something new every week.,On-call load is heavy this quarter.
R0915,Marketing,NA,5y+,5,4,3,5,4,3,4,5,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0916,Marketing,APAC,3-5y,3,3,5,3,4,4,3,3,Great teammates and a real mission.,Compensation lags the market.
R0917,Operations,LATAM,5y+,4,2,3,4,3,5,3,5,Interesting technical challenges.,Tooling is fragmented.
R0918,Operations,APAC,1-3y,2,4,5,4,4,2,3,4,"Good customers, meaningful work.",Compensation lags the market.
R0919,Engineering,EMEA,1-3y,3,2,4,5,3,5,4,5,Leadership is transparent in town halls.,Tooling is fragmented.
R0920,Marketing,NA,1-3y,4,3,4,5,2,4,3,3,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0921,Finance,LATAM,1-3y,4,4,4,3,3,3,3,2,Managers actually listen.,Tooling is fragmented.
R0922,Sales,APAC,<1y,4,5,4,4,3,4,2,3,Interesting technical challenges.,Cross-team handoffs are slow.
R0923,Engineering,APAC,5y+,3,3,4,4,4,5,5,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R0924,Operations,EMEA,3-5y,3,2,4,4,3,2,5,3,Great teammates and a real mission.,Tooling is fragmented.
R0925,People,APAC,1-3y,5,4,3,4,4,4,4,3,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R0926,Customer Success,EMEA,5y+,3,5,4,4,4,3,2,3,"Good customers, meaningful work.",Career paths are unclear.
R0927,Product,APAC,3-5y,4,5,3,4,4,5,4,2,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0928,Product,EMEA,1-3y,5,2,4,2,3,2,3,4,Strong onboarding buddy program.,Tooling is fragmented.
R0929,Finance,LATAM,5y+,5,3,3,2,5,4,4,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0930,Product,NA,3-5y,4,5,2,3,4,4,3,3,Flexible hours help a lot.,Not enough headcount for the roadmap.
R0931,Finance,EMEA,5y+,5,4,5,3,3,5,3,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0932,Customer Success,EMEA,5y+,4,4,5,5,5,3,5,3,Flexible hours help a lot.,Career paths are unclear.
R0933,Operations,NA,<1y,3,3,3,3,3,4,5,4,"Good customers, meaningful work.",Promotion process feels opaque.
R0934,Operations,APAC,5y+,4,4,4,4,5,3,5,3,Strong onboarding buddy program.,Compensation lags the market.
R0935,Engineering,EMEA,5y+,4,4,4,3,5,3,5,5,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R0936,Customer Success,LATAM,<1y,2,2,4,4,3,5,3,5,"Good customers, meaningful work.",Cross-team handoffs are slow.
R0937,Operations,LATAM,5y+,3,3,4,3,4,4,1,4,I learn something new every week.,Not enough headcount for the roadmap.
R0938,Customer Success,LATAM,1-3y,5,2,4,4,3,2,5,4,Managers actually listen.,On-call load is heavy this quarter.
R0939,Operations,EMEA,3-5y,3,3,5,4,4,3,4,4,I learn something new every week.,Not enough headcount for the roadmap.
R0940,Finance,APAC,1-3y,4,4,3,5,5,4,4,3,Strong onboarding buddy program.,Compensation lags the market.
R0941,Marketing,EMEA,5y+,4,3,3,5,4,4,4,5,Strong onboarding buddy program.,Tooling is fragmented.
R0942,Customer Success,EMEA,5y+,4,4,4,4,3,3,5,4,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R0943,Engineering,APAC,3-5y,5,4,4,3,3,4,2,3,Interesting technical challenges.,Cross-team handoffs are slow.
R0944,People,EMEA,<1y,2,3,4,5,4,4,3,4,I learn something new every week.,Cross-team handoffs are slow.
R0945,Engineering,NA,5y+,3,5,4,3,4,4,3,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R0946,Sales,NA,5y+,2,4,3,3,4,2,3,3,Interesting technical challenges.,Promotion process feels opaque.
R0947,Engineering,LATAM,5y+,3,3,5,4,4,2,4,3,Flexible hours help a lot.,Cross-team handoffs are slow.
R0948,Engineering,EMEA,5y+,3,3,4,5,3,4,3,4,Great teammates and a real mission.,Tooling is fragmented.
R0949,Engineering,LATAM,5y+,3,3,5,5,3,2,4,3,Strong onboarding buddy program.,On-call load is heavy this quarter.
R0950,Customer Success,APAC,5y+,3,4,5,5,3,3,5,3,I learn something new every week.,Promotion process feels opaque.
R0951,Customer Success,APAC,5y+,5,3,4,5,4,5,2,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R0952,Finance,APAC,3-5y,4,4,4,4,4,3,4,4,Flexible hours help a lot.,Promotion process feels opaque.
R0953,Engineering,LATAM,3-5y,3,4,4,3,3,3,4,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R0954,Sales,NA,3-5y,3,3,3,3,3,4,3,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R0955,Finance,EMEA,5y+,4,4,3,5,5,5,5,4,I learn something new every week.,Cross-team handoffs are slow.
R0956,Product,EMEA,5y+,2,4,3,4,4,3,5,4,I learn something new every week.,Cross-team handoffs are slow.
R0957,Customer Success,EMEA,<1y,5,4,3,4,5,4,4,5,I learn something new every week.,Cross-team handoffs are slow.
R0958,Engineering,APAC,3-5y,5,3,5,4,5,3,4,2,Managers actually listen.,Cross-team handoffs are slow.
R0959,Finance,APAC,5y+,4,4,3,2,4,3,5,3,Flexible hours help a lot.,Cross-team handoffs are slow.
R0960,Marketing,EMEA,1-3y,4,4,4,4,4,4,4,4,Flexible hours help a lot.,On-call load is heavy this quarter.
R0961,Sales,LATAM,<1y,2,3,3,3,2,1,4,3,Flexible hours help a lot.,Career paths are unclear.
R0962,Sales,NA,5y+,4,5,4,4,4,3,4,3,Flexible hours help a lot.,Compensation lags the market.
